name,url,sku,pid,mpn,brand,color,price,currency,availability,description,specifications,images,primary_category,category_1,breadcrumbs,reviews_count,average_rating,uniq_id,scraped_at
"Prestigious Textiles Hardwick Furnishing Fabric, Aubergine",https://www.johnlewis.com/prestigious-textiles-hardwick-furnishing-fabric/aubergine/p5323965,239776641,5323965,239776641,Prestigious Textiles,Aubergine,36.52,GBP,InStoreOnly,"<p>The Hardwick fabric from Prestigious Textiles is a woven fabric in classic tones.</p><p><strong>Ready to place your order, or looking for more advice?</strong><br>
If you'd like to purchase this fabric and are ready to place your order, or need a little styling advice, there are a few ways we can help. Firstly, come into any of our shops and speak to a Partner. Alternatively, we can come to you as we're also now offering in-home appointments. Finally, you can book a virtual appointment and speak to one of our estimators on a video or phone call. They'll provide a combination of practical measuring, design and technical advice.<br> <a href=""https://www.johnlewis.com/our-services/curtains-and-blinds?intcmp=ic_20200605_virtualestimating_cp_hom_a_ah"">Find out more about our services and book an appointment here</a></p>",[{'Prestigious Textiles': 'Brand\n                                                                            \n                                                                        '}],,Home & Garden,Fabrics,Home & Garden | Fabrics | Fabric Swatches,,,b5155baa-7228-5d0c-ba88-dc8dfa16c763,3/3/2024
Mulberry Women's Ellie Round Sunglasses,https://www.johnlewis.com/mulberry-womens-ellie-round-sunglasses/p6391569,109535973,6391569,109535973,Mulberry,Olive Green/Havana,0.00,GBP,Discontinued,"<p>Inspired by the 'bug-eyed' frames of the 60s, this new rounded, bold shape is elevated through its faceted details around the frame and the addition of the typography lock at the temples. With a modern yet retro round-shaped frame and typography lock at temples, they're a true Mulberry style.

Comes with box, case and lens cleaning cloth.</p>",[],,Women,Women's Sunglasses,Women | Women's Sunglasses,,,ff1b82ec-9d78-5647-bece-91054f114b4d,3/3/2024
"Noa Noa Selma Ankle Grazer Trousers, Amparo Blue",https://www.johnlewis.com/noa-noa-selma-ankle-grazer-trousers/amparo-blue/p110034164,110034099,110034164,110034099,Noa Noa,Amparo Blue,40.00,GBP,InStock,"<p>Designed in a tailored cut with side pockets, these mid-rise chinos from Noa Noa are made of a natural cotton blend for breathability with a touch of stretch for comfort. They have contemporary ankle-grazing hems and are plain for a versatile finish. Mix and match with whatever the day demands.</p>",[],"https://johnlewis.scene7.com/is/image/JohnLewis/006433821,https://johnlewis.scene7.com/is/image/JohnLewis/006433821alt1,https://johnlewis.scene7.com/is/image/JohnLewis/006433821alt2,https://johnlewis.scene7.com/is/image/JohnLewis/006433821alt3,https://johnlewis.scene7.com/is/image/JohnLewis/006433821alt4",Women,Women's Trousers & Leggings,Women | Women's Trousers & Leggings,4,4.5,f9d184d9-f684-54ff-9ee7-ce35046ed8af,3/3/2024
"MissPrint Tropics Wallpaper, Foliage 1290",https://www.johnlewis.com/missprint-tropics-wallpaper/foliage-1290/p4057049,238056358,4057049,238056358,MissPrint,Foliage 1290,95,GBP,InStock,<p>A large scale tropical leaf design based on the Polka-Dot begonia creates an expanding leaf canopy covering the walls of your home.</p>,[],,Home & Garden,Decorative Accessories,Home & Garden | Decorative Accessories | Wallpaper,,,8f3c9722-5c9d-560c-bfff-cfec8cddbd7d,3/3/2024
"MAC PatentPolish Lip Pencil, Hopelessly Devoted",https://www.johnlewis.com/mac-patentpolish-lip-pencil/hopelessly-devoted/p2041419,234535778,2041419,234535778,MAC,Hopelessly Devoted,19,GBP,OutOfStock,"The highly popular Patentpolish Lip Pencil returns as your go-to magic wand for high-impact lips, with a single swipe imbuing the ultimate high-gloss shine. Enjoy colour in an expanded range of 14 shades. This sleek, all-in-one tool offers the comfort of a balm, the colour and sheen of a gloss and the precision of a lip pencil. With an effortless twist-up applicator, you&rsquo;ll never have to sharpen.",[],,Beauty,Makeup,Beauty | Makeup,10,4.8,8a4f825d-277c-5441-8245-47fd18eee95a,3/3/2024
Franke Basis BFG 651 1.5 Bowl Inset Kitchen Sink,https://www.johnlewis.com/franke-basis-bfg-651-1-5-bowl-inset-kitchen-sink/p1781407,234142811,1781407,234142811,Franke,Onyx,0,GBP,Discontinued,"<p>This ultra modern and hard-wearing sink features one and a half bowls with a grooved draining board, offering both form and function. Its reversible design means you can easily fit it around your kitchen needs. Choose from Coffee, Onyx and Polar White colourways.</p> <p>Composite granite is a material that's made to simulate granite and stone, but enables the sink shape to be moulded. Granite particles are bonded together with synthetic materials to create a smoother, flatter surface.  It is also <strong>far more difficult for residue, food particles and bacteria to accumulate in between the granules, which greatly improves hygiene, and reduces lime scale build-up</strong>. This material is highly resistant to heat, impact and staining making it the perfect choice for your kitchen sink.</p> <p>Key features:</p> <ul>     <li>Cabinet Size: 600mm</li>     <li>Bowl Size: 340mm x 420mm x 200mm</li>     <li>Small Bowl Size: 150mm x 290mm x 100mm</li>     <li>Cut-Out Size: 950mm x 480mm</li> </ul> <p>Please note: This sink does not come with the tap pictured.</p>   <p><strong>Worth knowing:</strong> Waste and overflow kit is included. Plumbing kit sold separately.</p>
<p><strong>Want to see it first?</strong><br />
You may want to see and get a feel for the furniture in one of our shops before ordering. If you do plan on doing this we recommend giving us a call on 03452 661805 as not all our ranges are on display in our shops. We'll be able to tell you where the range you'd like to view is on display.</p>
<h2>Choose the perfect sink for your kitchen</h2>
<p><strong> Below are a few options to consider when choosing your perfect kitchen sink, from material to sink configuration.</strong></p>

<table class=""cq-sizeguidetable"">
  <tbody>
    <tr>
      <td>Stainless Steel </td>
      <td>Stainless steel is the most popular material, made from premium 18/10 nickel steel.  It looks beautiful, is resistant to staining, chipping, rust and corrosion, is heat proof and non-fading, hygienic and suitable for food preparation.</td>
    </tr>
    <tr>
      <td>Ceramic </td>
      <td>Kiln-fired porcelain for a tough, smooth gloss finish which is able to stand up to even the harshest treatment.  Very hard-wearing, mostly used in classic, country style kitchens.  Can be inset, undermounted or the classic Belfast style.</td>
    </tr>
    <tr>
      <td>Composite Granite </td>
      <td>Contains 80% tough granite particles with an acrylic of synthetic material which gives great strength. They are resistant to burns, dents, chips scratches and stains - 100% food safe, 100% acid resistant, 100% non-fading. They can resist up to 280 degrees of heat.</td>
    </tr>
    <tr>
      <td>Undermounted vs Inset Sinks </td>
      <td>Traditional inset sinks are extremely practical. They can be cheaper than undermounts, and simpler to install. 
Undermounts give a seamless appearance to worktops which can have drainer grooves cut into them. 
Both styles can be found in Stainless Steel, Ceramic or Composite Granite.</td>
    </tr>
    <tr>
      <td>1 bowls vs 1.5 bowls </td>
      <td>The 1.5 bowl is the most popular configuration, if space permits. The smaller bowl can be used for washing cutlery or glassware to save water and time. Can also be use with a drainer basket to drain vegetables, rinse salads etc.</td>
    </tr>
  </tbody>
</table>
<br /><p></p>",[],,Furniture & Lights,Kitchen,Furniture & Lights | Kitchen | Kitchen Sinks,,,a6204b2d-ca71-57f9-8f5c-fbf377c04ffc,3/3/2024
"John Lewis Trim Medium 2 Seater Leather Sofa, Dark Leg, Winchester Anthracite",https://www.johnlewis.com/john-lewis-trim-medium-2-seater-leather-sofa-dark-leg/winchester-anthracite/p6419766,109898782,6419766,,John Lewis,Winchester Anthracite,1799,GBP,InStock,"<p>Ready for your sofa sanctuary? We love the cocooning shape of our <strong>Trim</strong> sofa, somewhere to switch off and escape to at the end of a busy day.</p>
 
 <p>This welcoming retreat is designed for long-lasting comfort. Made in the UK and MADE TO LAST, the sofa frame has a 15-year guarantee, as solid as the wood it's built from. The wood has been selected for its low-moisture content, for strength and durability.</p>
 
 <p>We've got to thank the designers for their thoughtful touches here. They've added foam in the side cushions to create a comfortable structure that's easy to maintain and doesn't need constant plumping. That foam has been treated with new plant-based chemicals rather than traditional petroleum-based chemicals.</p>
 
 <p>Plus, the plush sofa cushions have overlocked seams, so when you unzip them there are none of those annoying loose threads you sometimes find. </p>
 
 <p>Resilient eight-gauge springs across the length of the sofa ensure maximum comfort and support with a robust wire threaded throughout the seat, so there's no chance you'll sink into a corner or disappear down the sides like a phone or set of keys on an old settee. Always embarrassing when that happens.</p>
 
 <p>The bouclé fabric on this sofa is ideal for upholstery with its tightly twisted fibres that are ultimately hardwearing. This creates a softly textured finish with a tactile feel that really complements the wrap-around cosy design. So, go ahead and put your feet up.</p>
 <p><strong>Worth knowing…</strong><br> As leather is a natural product, there are natural characteristics on each leather hide used to make our sofas. These could be things like brand marks, insect bites or wrinkles. A large sofa could be made with as many as four hides so there may also be some slight colour variation, however, we have strict guidelines to make sure any noticeable marks aren't in a prominent place. These distinctive qualities also mean that no two pieces of leather furniture will be exactly the same.</p>
 <p><strong>It's the little things</strong>
 <br>We care about our furniture; how it's designed, the materials used and the people who make it. That's why every detail is carefully considered, with more than 20 quality checks, to ensure you're as proud of it as we are.</p>
 <p><strong>Try before you buy</strong><br> 
 We're confident in our furniture's quality, but it's always a good idea to check that it's a good personal fit for you. We can't display all of our pieces in all of our stores – they just won't fit – but call us on 03452 661805 and we can help you find a nearby location to see, sit or even lie on it before ordering.</p>",[],,,,,1,3,ba2e01e8-ceaf-5d10-800d-4063b41c81b2,3/3/2024
"Gucci Stylo À Sourcils Waterproof Eyebrow Pencil, 01 Miel",https://www.johnlewis.com/gucci-stylo-a-sourcils-waterproof-eyebrow-pencil/p5910688,240653765,5910688,240653765,Gucci,01 Miel,33,GBP,InStock,"<p>A light, modern and luxurious pencil, Stylo À Sourcils Waterproof Brow Pencil is a dynamic tool for drawing and filling in the brows.</p> <p>Designed with an exceptionally fine and triangular lead, the pencil’s pointed nib shape delivers an ultra-precise yet fast and natural brow look. Dual-sided with a fine spoolie at the opposite end, colour can be effortlessly combed through the brows to style hair-by-hair and blend the product to your specifications.</p> <p>With Stylo À Sourcils Waterproof Brow Pencil, brows appear naturally defined with a finish that emulates real-life brow hair. Apply to bare brows, outlining or filling the gaps to create a flawless look with staying power.</p> <ul> <li>Delivering a non-dry, weightless texture, Stylo À Sourcils Waterproof Brow Pencil offers a natural finish <li>Easy-to-blend and comfortable to wear, the waterproof formula is smudge-proof and migrate-proof once applied <li>Housed within a sleek pale pink casing with gold trim, the dual-ended pencil is finished with gold Gucci lettering</li> </ul> <p>Stylo À Sourcils Waterproof Brow Pencil is available in six shades, which suit all complexions and brow colours: from Miel, a light blond for those looking for very fair shades, to Noir, a deep black for a strong dark brow finish. In between shades include Blond, which is a medium blonde, and Châtain, a light brown, while Brun is a strong medium brown and Gris is a delicate grey.</p>",[],,Beauty,Makeup,Beauty | Makeup,,,02a4da12-920f-522a-9708-9e9a18a05222,3/3/2024
"bareMinerals Original Mineral Liquid Concealer, Fair 1N",https://www.johnlewis.com/bareminerals-original-mineral-liquid-concealer/tan-4c/p5401588,239756696,5401588,239756696,bareMinerals,Fair 1N,21.25,GBP,InStock,"<p>A clean, vegan buildable coverage concealer with a natural finish that smooths and brightens to reveal healthier-looking skin instantly and over time.</p>  <p><ul><li> 100% agreed it instantly concealed the appearance of skin imperfections*</li> <li> 100% agreed it felt lightweight on the skin*</li> <li> 90% agreed it instantly brightens the under eye area*</li> <li> 83% agreed it left the under eye area looking smoother over time**</li></ul></p>  <p>*Based on a 1-week independent U.S. consumer study of 31 people.<br> **Based on a 1-week independent Canadian consumer study of 30 people.</p>  <p>Less ingredients, more results <br> Our skin-smoothing liquid concealer does it all — with less. This next-generation clean formula is made with less ingredients than other concealers, and without silicone, parabens, talc or oil. It’s shown to refine skin's texture, smooth the look of lines and brighten dark circles.</p>  <p>Skin-improving coverage <br> This ultra-light creamy formula with medium buildable coverage blurs imperfections, and makes an ideal under eye concealer. The skin-loving formula nourishes and hydrates skin while providing crease-resistant, all-day wear that doesn't settle into lines.</p>",[],,Beauty,Makeup,Beauty | Makeup,630,4.2,69f0caac-2dde-511a-9f92-18a273a27329,3/3/2024
"Hobbs Carrie Bolero, Ivory",https://www.johnlewis.com/hobbs-carrie-bolero/ivory/p4221070,237572469,4221070,237572469,Hobbs,Ivory,49.00,GBP,OutOfStock,"<p>The Carrie bolero cardigan is a classic cover-up for eveningwear ensembles.</p>

<p>This elegant knit will make transitional event dressing a breeze, providing warmth, flattering the arms and available in a range of easy-to-style shades.</p>

<p>This style features 3/4 length sleeves, so slip on with shift dresses and fit-and-flare shapes.</p>

<p>Model is 173cm/5'8 and is wearing a size UK 8. Length: 46cm</p>",[],"https://johnlewis.scene7.com/is/image/JohnLewis/003591379,https://johnlewis.scene7.com/is/image/JohnLewis/003591379alt1,https://johnlewis.scene7.com/is/image/JohnLewis/003591379alt2,https://johnlewis.scene7.com/is/image/JohnLewis/003591379alt3",Women,Women's Coats & Jackets,Women | Women's Coats & Jackets,14,4.6,e172d3b1-a1d7-52c5-9918-7b0272bd8e69,3/3/2024
"THOMAS SABO Men's Rebel Woven Nappa Leather Bracelet, Black/Silver",https://www.johnlewis.com/thomas-sabo-mens-rebel-woven-nappa-leather-bracelet/black-silver/p5575885,240027485,5575885,240027485,THOMAS SABO,Black/Silver,79,GBP,InStock,"<p> For an easy-to-wear, casual style that's gentle on the skin, choose this leather Rebel bracelet from THOMAS SABO. </p> 

<p> The nappa leather is beautifully woven to create a simple finish and is secured with a reliable lobster clasp. </p> 

<p>The item comes in a THOMAS SABO branded box and THOMAS SABO gift bag. </p>",[],"https://johnlewis.scene7.com/is/image/JohnLewis/240027485,https://johnlewis.scene7.com/is/image/JohnLewis/240027485alt1,https://johnlewis.scene7.com/is/image/JohnLewis/240027485alt2",Men,Men's Jewellery,Men | Men's Jewellery,3,4.3,aaef9509-c668-5d76-b986-f0e3c5e2783c,3/3/2024
"Monica Vinader Marie Mini Charm, Gold",https://www.johnlewis.com/monica-vinader-marie-mini-charm/rose-gold/p4999137,238710172,4999137,238710172,Monica Vinader,Gold,85.00,GBP,OutOfStock,"<p> This petite coin-like charm from Monica Vinader will make a great addition to your chain necklace, it can be worn on its own or layered with other pieces or a gemstone. The chain shown in the images is not included. Every hand-crafted Monica Vinader piece comes with a 5-year warranty and lifetime repairs. </p>

 ",[],"https://johnlewis.scene7.com/is/image/JohnLewis/238710172,https://johnlewis.scene7.com/is/image/JohnLewis/238710172alt2,https://johnlewis.scene7.com/is/image/JohnLewis/238710172alt3,https://johnlewis.scene7.com/is/image/JohnLewis/238710172alt1,https://johnlewis.scene7.com/is/image/JohnLewis/238710172alt4,https://johnlewis.scene7.com/is/image/JohnLewis/238710172alt5,https://johnlewis.scene7.com/is/image/JohnLewis/238710172alt6",Women,Women's Jewellery,Women | Women's Jewellery | Women's Charms & Beads,1,5,64ce4957-12d7-5602-bb2c-cf2e2aaf5020,3/3/2024
Augustinus Bader Hand and Lip Skincare Gift Set,https://www.johnlewis.com/augustinus-bader-hand-and-lip-skincare-gift-set/p6351188,241023385,6351188,241023385,Augustinus Bader,,0,GBP,Discontinued,"<p>Powered by TFC8®, backed by over 30 years of research and innovation, this deeply nourishing self-care kit is the ultimate way to address dry, overworked, irritated skin.</p> <p>Bringing together two luxurious essentials, this set pairs our intensely hydrating Hand Treatment with our conditioning Lip Balm for long-lasting moisturisation.</p> <p><strong>Set contains:</strong></p> <ul> <li>The Hand Treatment, 50ml </li><li>The Lip Balm, 4g </li><li>The Cream, 2ml Sachet </li><li>The Rich Cream, 2ml Sachet</li> </ul>",[],,Beauty,Skin Care & Treatments,Beauty | Skin Care & Treatments | View all Skin Care,,,909bef32-9b09-59e4-b2a7-88a89ead7810,3/3/2024
"Cricut Joy Permanent Markers, Pack of 3, Black",https://www.johnlewis.com/cricut-joy-permanent-markers-pack-of-3/p6326427,109319405,6326427,109319405,Cricut,Black,7.99,GBP,InStock,"<p>Introducing your go-to felt-tipped marker for creating bold, smooth strokes on Cricut Joy projects. Write on vinyl, paper, Smart Label projects, and more, to bring meaningful words and designs to life. 

</p><p>For use with Cricut Joy cutting machines.</p>",[],,Sport & Leisure,Crafts,Sport & Leisure | Crafts | Craft Accessories,1,5,6c911f88-2e4b-5de8-9e31-bdbc662fc6ab,3/3/2024
"adidas Essentials Comfort Recycled Gym Top, Black/White",https://www.johnlewis.com/adidas-essentials-comfort-recycled-gym-top/medium-grey-heather/p6401910,109460574,6401910,109460574,adidas,Black/White,23,GBP,OutOfStock,"<ul>
<li>Regular fit
</li><li>Breathbale fabric keeps you cool as you workout
</li><li>This t-shirt is made with recycled polyester to save resources and decrease emissions
</li></ul>

<p>It's not about how hard you train but how consistent you are with it. This adidas workout t-shirt is a comfortable go-to for the everyday hustle. The breathable fabric is cut with a New Lift pattern, so you stay covered during overhead movements like shoulder presses and kettlebell swings. AEROREADY absorbs moisture to keep you dry.</p>",[],"https://johnlewis.scene7.com/is/image/JohnLewis/006371597,https://johnlewis.scene7.com/is/image/JohnLewis/006371597alt1,https://johnlewis.scene7.com/is/image/JohnLewis/006371597alt2,https://johnlewis.scene7.com/is/image/JohnLewis/006371597alt4,https://johnlewis.scene7.com/is/image/JohnLewis/006371597alt5",Men,Men's T-Shirts,Men | Men's T-Shirts,,,5c437858-279d-58af-8c4a-d9cabd0de5c4,3/3/2024
"Prada PR 03VS Women's Rectangular Sunglasses, Camouflage Pink/Grey",https://www.johnlewis.com/prada-pr-03vs-womens-rectangular-sunglasses-camouflage-pink-grey/p4187218,237924953,4187218,237924953,Prada,,0.00,GBP,Discontinued,"<p> Take on classic frames with these Prada sunglasses. </p> 

<p> In a statement frame, the pair will make your look stand out every time the sun is out. The contrasting pattern detail gives more character to the look. </p>",[],,Women,Women's Sunglasses,Women | Women's Sunglasses,,,501b0a9a-30d1-5a5e-b66a-05d211222cca,3/3/2024
"John Lewis GOTS Organic Cotton Fitted Bedside Crib Sheet, Pack of 2, 50 x 83cm, Pink",https://www.johnlewis.com/john-lewis-gots-organic-cotton-fitted-bedside-crib-sheet-pack-of-2-50-x-83cm/pink/p3140556,238524686,3140556,238524686,John Lewis,Pink,20,GBP,InStock,<p>A comfortable sheet is essential for a good night's sleep. These 100% organic cotton sheets are fitted for convenience. This product is made from certified GOTS organic cotton and responsibly produced to strict environmental and social standards. Fits Chicco Next To Me and SnuzPod3.</p>,[],,Baby & Child,Baby Bedding,Baby & Child | Baby Bedding,56,4.8,f597a118-69ee-5724-8727-55b384b07bab,3/3/2024
Garmin vivoactive 4S Smartwatch 40mm with Silicone Band,https://www.johnlewis.com/garmin-vivoactive-4s-smartwatch-40mm-with-silicone-band/p4395549,238331366,4395549,238331366,Garmin,White/Rose Gold,0,GBP,Discontinued,"<p>The Garmin vivoactive 4S provides a host of features to help you get the most of out your training and leisure time, thanks to music options (when paired with compatible headphones), on-board GPS, heart rate monitoring and easy-to-follow, animated workouts – right on the watch screen.</p> 
 
 <p><strong>Garmin Coach</strong><br />
 Hit your next target with help direct from your wrist thanks to Garmin Coach. Garmin Coach can help you train for your next 5K, 10K or even half-marathon.</p> 
 
 
 <p><strong>Animated workouts </strong><br />
 Thanks to preloaded animated workouts, you can watch animated cardio, strength, yoga and Pilates workouts directly on the watch screen, so there’s no more hunting for demonstrations.</p>
 
 <p><strong>Stay connected</strong><br />
 Receive smart notifications for your emails, texts and alerts when your pair up your compatible smartphone.</p>
 
 <p><strong>Track it all</strong><br />
 vivoactive 4S lets you track and measure your body, ranging from body battery energy monitoring, hydration tracking, menstrual cycle tracking, advanced sleep monitoring, heart rate and stress tracking to name a few.</p>
 
 <p><strong>Music on the go</strong><br />
 Connect a compatible pair of headphones and get ready to listen to your favourite tunes.</p>
 
 <p><strong>Garmin Pay </strong><br />
 Leave your cards at home, thanks to Garmin Pay – just tap and pay as you would with your card or phone at participating providers. </p> 
 
 <p><strong>Connect IQ </strong><br />
 Make the watch your own by downloading custom watch faces, or add data fields, apps and widgets, all from the Connect IQ Store.</p>",[],,Electricals,Smart Watches & Wearable Tech,Electricals | Smart Watches & Wearable Tech | View All Smart Watches,,,047a8675-4654-522b-852b-e838507257b8,3/3/2024
"Superdry Military M65 Field Borg Lined Jacket, Dark Khaki",https://www.johnlewis.com/superdry-military-m65-field-borg-lined-jacket/tan/p109270146,109378983,109270146,109378983,Superdry,Dark Khaki,69.99,GBP,OutOfStock,"<p>Reinterpreted with military cues making it the ideal choice for the everyday, this field jacket is from Superdry.</p>
 <p>Made from breathable cotton, it is regular in length and has a zip and buttons for effortless ease.</p>",[],"https://johnlewis.scene7.com/is/image/JohnLewis/006331313,https://johnlewis.scene7.com/is/image/JohnLewis/006331313alt4,https://johnlewis.scene7.com/is/image/JohnLewis/006331313alt5,https://johnlewis.scene7.com/is/image/JohnLewis/006331313alt6,https://johnlewis.scene7.com/is/image/JohnLewis/006331313alt7,https://johnlewis.scene7.com/is/image/JohnLewis/006331313alt8,https://johnlewis.scene7.com/is/image/JohnLewis/006331313alt9",Men,Men's Coats & Jackets,Men | Men's Coats & Jackets,19,4.8,42dc28ed-4f89-509b-b1d7-09ff3d407121,3/3/2024
"Clarins Super Restorative Décolleté & Neck Concentrate Moisturiser, 75ml",https://www.johnlewis.com/clarins-super-restorative-decollete-neck-concentrate-moisturiser-75ml/p2477186,235070965,2477186,235070965,Clarins,,59.5,GBP,InStock,"A non-oily concentrate that replenishes, lifts and tightens the vulnerable skin on the d&eacute;collet&eacute; and neck.<div>&nbsp;</div><div>Thanks to the powerful combination of plant extracts, this comforting concentrate helps boost collagen to minimise the appearance of wrinkles and slackened skin.</div><div>&nbsp;</div><div>Montpellier Rock Rose helps reduce the appearance of age spots to give skin a more youthful appearance.</div><div>&nbsp;</div><div>75ml</div>",[],,Beauty,Skin Care & Treatments,Beauty | Skin Care & Treatments | View all Skin Care,361,4.7,45c88281-624c-503a-b410-23aaf5c38da7,3/3/2024
"HUSH Annalise Heart Midi Skirt, Navy/Red",https://www.johnlewis.com/hush-annalise-heart-midi-skirt-navy-red/p109953584,109953285,109953584,109953285,HUSH,,25.00,GBP,InStock,"<p>A playful option thanks to the all over heart print, this skirt is cut from a fuss-free, lightweight fabric.</p>",[],"https://johnlewis.scene7.com/is/image/JohnLewis/006421050,https://johnlewis.scene7.com/is/image/JohnLewis/006421050alt1,https://johnlewis.scene7.com/is/image/JohnLewis/006421050alt2,https://johnlewis.scene7.com/is/image/JohnLewis/006421050alt3,https://johnlewis.scene7.com/is/image/JohnLewis/006421050alt4",Women,Women's Skirts,Women | Women's Skirts,40,4.5,ffbfd1b4-a4b2-5f7d-a0dd-1a5fa1d352ed,3/3/2024
"Morris & Co. Seaweed Furnishing Fabric, Ebony/Poppy",https://www.johnlewis.com/morris-co-seaweed-furnishing-fabric/ebony-poppy/p5222156,238507488,5222156,238507488,Morris & Co.,Ebony/Poppy,99,GBP,InStoreOnly,"<p>The Seaweed fabric from Morris & Co. is a reproduction of a pattern used on a document found in the archives, dating back to the early 1900s. Printed on pure cotton the design of underwater plants is finished in bold, jewel-like colours.</p><p><strong>Ready to place your order, or looking for more advice?</strong><br>
If you'd like to purchase this fabric and are ready to place your order, or need a little styling advice, there are a few ways we can help. Firstly, come into any of our shops and speak to a Partner. Alternatively, we can come to you as we're also now offering in-home appointments. Finally, you can book a virtual appointment and speak to one of our estimators on a video or phone call. They'll provide a combination of practical measuring, design and technical advice.<br> <a href=""https://www.johnlewis.com/our-services/curtains-and-blinds?intcmp=ic_20200605_virtualestimating_cp_hom_a_ah"">Find out more about our services and book an appointment here</a></p>",[{'Morris & Co.': 'Brand\n                                                                            \n                                                                        '}],,Home & Garden,Fabrics,Home & Garden | Fabrics | Fabric Swatches,,,f5634ed4-cca6-58bb-aa05-26a4e0db6f51,3/3/2024
"Whistles Colour Block Anorak Sports Top, Green/Multi",https://www.johnlewis.com/whistles-colour-block-anorak-sports-top-green-multi/p109703974,109703968,109703974,109703968,Whistles,,49.00,GBP,InStock,"<p>Keeping things casual, this sports top from Whistles is striking and contemporary with a colour-block print.</p>
 <p>Topped with a contrast hood and long sleeves, it is made from a light yet durable fabric.</p>",[],"https://johnlewis.scene7.com/is/image/JohnLewis/006384945,https://johnlewis.scene7.com/is/image/JohnLewis/006384945alt1,https://johnlewis.scene7.com/is/image/JohnLewis/006384945alt2,https://johnlewis.scene7.com/is/image/JohnLewis/006384945alt3,https://johnlewis.scene7.com/is/image/JohnLewis/006384945alt4,https://johnlewis.scene7.com/is/image/JohnLewis/006384945alt5",Women,Women's Shirts & Tops,Women | Women's Shirts & Tops,,,db7a743a-4812-5973-bc42-550757d0666e,3/3/2024
M Life Ballet Yoga Top,https://www.johnlewis.com/m-life-ballet-yoga-top/flint-melange/p4845507,238328988,4845507,238328988,M Life,Flint Melange,0.00,GBP,Discontinued,"<ul>
<li>Cap sleeves for complete freedom of movement
</li><li>Super soft finish keeps you irritation-free
</li><li>Does not pull, pill or lose its shape ensures longeivty
</li></ul>

<p>Crafted from M Life's luxury super-soft viscose with cap sleeves and deep cross over front, this style creates an effortless and flattering silhouette. Its relaxed fit and lightweight handle make it perfect for Pilates and everyday living.</p>",[],,Women,Women's Shirts & Tops,Women | Women's Shirts & Tops,,,1dba93cf-61bd-5971-a514-85b88bc5d168,3/3/2024
"AllSaints Cora Leather Jacket, Jet Black",https://www.johnlewis.com/allsaints-cora-leather-jacket-jet-black/p3787236,237767986,3787236,237767986,AllSaints,,389,GBP,InStock,"<p>For a vintage outerwear choice that is classically cool, opt for the Cora by AllSaints.</p>

<p>Made from sheeps leather for a thicker feel and unique in its bomber shape, it's simple and versatile for a casual final layer that still makes a statement.</p>

<p>Wear over a simple look to accentuate the rebellious design.</p>",[],"https://johnlewis.scene7.com/is/image/JohnLewis/003777120,https://johnlewis.scene7.com/is/image/JohnLewis/003777120alt1,https://johnlewis.scene7.com/is/image/JohnLewis/003777120alt2,https://johnlewis.scene7.com/is/image/JohnLewis/003777120alt3,https://johnlewis.scene7.com/is/image/JohnLewis/003777120alt4,https://johnlewis.scene7.com/is/image/JohnLewis/003777120alt5,https://johnlewis.scene7.com/is/image/JohnLewis/003777120alt6,https://johnlewis.scene7.com/is/image/JohnLewis/003777120alt7,https://johnlewis.scene7.com/is/image/JohnLewis/003777120alt8",Men,Men's Coats & Jackets,Men | Men's Coats & Jackets,4,5,765089fb-9385-567f-a269-9587f01f145a,3/3/2024
